Customer_ID,Subscription_Category,Subscription_Plan,Monthly_Price,Signup_Date,Status
CUST01014,News,Premium,19.99,1/10/2024,Active
CUST01015,Gaming,Premium,19.99,3/22/2024,Active
CUST01016,Music,Premium,19.99,8/19/2023,Active
CUST01017,Gaming,Basic,9.99,7/9/2022,Active
CUST01018,Education,Standard,14.99,4/2/2023,Active
CUST01019,News,Standard,14.99,2/5/2023,Churned
CUST01020,News,Premium,19.99,2/17/2023,Churned
CUST01021,Gaming,Premium,19.99,11/28/2022,Active
CUST01022,Sports,Basic,9.99,4/18/2023,Churned
CUST01023,News,Basic,9.99,8/12/2022,Churned
CUST01024,Gaming,Premium,19.99,11/22/2023,Churned
CUST01025,News,Standard,14.99,5/13/2022,Churned
CUST01026,Music,Basic,9.99,11/28/2022,Active
CUST01027,Education,Premium,19.99,12/22/2023,Active
CUST01028,News,Standard,14.99,2/10/2024,Active
CUST01029,News,Standard,14.99,9/11/2023,Active
CUST01030,Sports,Standard,14.99,2/25/2024,Active
CUST01031,News,Standard,14.99,11/18/2022,Churned
CUST01032,Sports,Standard,14.99,12/12/2022,Active
CUST01033,Sports,Basic,9.99,3/23/2022,Churned
CUST01034,Music,Premium,19.99,8/9/2023,Active
CUST01035,Gaming,Premium,19.99,4/18/2022,Active
CUST01036,Music,Basic,9.99,12/20/2023,Active
CUST01037,News,Standard,14.99,5/20/2022,Active
CUST01038,Music,Basic,9.99,2/11/2023,Churned
CUST01039,Music,Premium,19.99,3/16/2022,Active
CUST01040,Gaming,Standard,14.99,3/8/2024,Churned
CUST01041,Gaming,Premium,19.99,4/14/2022,Active
CUST01042,Education,Standard,14.99,12/6/2022,Churned
CUST01043,Sports,Standard,14.99,12/29/2023,Churned
CUST01044,News,Standard,14.99,11/20/2023,Churned
CUST01045,Music,Premium,19.99,11/21/2023,Churned
CUST01046,Education,Premium,19.99,1/28/2022,Churned
CUST01047,News,Premium,19.99,11/14/2022,Active
CUST01048,Music,Premium,19.99,11/26/2023,Active
CUST01049,Music,Premium,19.99,1/26/2023,Active
CUST01050,Education,Standard,14.99,8/11/2022,Active
CUST01051,Education,Basic,9.99,9/6/2023,Churned
CUST01052,Music,Standard,14.99,4/25/2023,Active
CUST01053,News,Premium,19.99,9/17/2023,Active
CUST01054,News,Standard,14.99,7/12/2023,Churned
CUST01055,Education,Premium,19.99,10/17/2022,Churned
CUST01056,News,Standard,14.99,1/26/2024,Active
CUST01057,Education,Premium,19.99,5/8/2024,Active
CUST01058,Music,Basic,9.99,1/2/2024,Churned
CUST01059,News,Basic,9.99,6/5/2023,Churned
CUST01060,Sports,Standard,14.99,3/20/2023,Active
CUST01061,Education,Basic,9.99,4/24/2023,Active
CUST01062,News,Standard,14.99,10/15/2022,Active
CUST01063,Gaming,Basic,9.99,6/16/2023,Churned
CUST01064,Education,Premium,19.99,8/8/2023,Active
CUST01065,Sports,Standard,14.99,6/6/2024,Active
CUST01066,Music,Standard,14.99,7/12/2022,Active
CUST01067,Gaming,Basic,9.99,3/25/2023,Active
CUST01068,Music,Premium,19.99,5/12/2024,Active
CUST01069,Sports,Basic,9.99,3/16/2024,Active
CUST01070,Gaming,Standard,14.99,10/4/2022,Churned
CUST01071,Sports,Standard,14.99,1/5/2024,Churned
CUST01072,Sports,Standard,14.99,2/21/2022,Churned
CUST01073,Sports,Basic,9.99,4/7/2023,Active
CUST01074,Gaming,Standard,14.99,2/23/2023,Churned
CUST01075,Sports,Standard,14.99,5/20/2024,Active
CUST01076,Gaming,Basic,9.99,2/28/2022,Active
CUST01077,Education,Standard,14.99,8/2/2022,Active
CUST01078,Music,Standard,14.99,11/15/2022,Active
CUST01079,Gaming,Basic,9.99,6/20/2023,Churned
CUST01080,Music,Premium,19.99,6/17/2022,Active
CUST01081,Music,Premium,19.99,2/6/2023,Active
CUST01082,News,Standard,14.99,2/9/2024,Active
CUST01083,Education,Premium,19.99,7/31/2022,Churned
CUST01084,Gaming,Standard,14.99,1/7/2023,Churned
CUST01085,Sports,Standard,14.99,5/19/2024,Active
CUST01086,Sports,Standard,14.99,4/29/2024,Active
CUST01087,Education,Standard,14.99,2/1/2022,Churned
CUST01088,Education,Standard,14.99,7/18/2022,Active
CUST01089,Education,Premium,19.99,10/4/2022,Churned
CUST01090,Gaming,Basic,9.99,5/18/2024,Churned
CUST01091,Music,Basic,9.99,2/7/2023,Churned
CUST01092,Music,Basic,9.99,1/2/2023,Churned
CUST01093,Music,Premium,19.99,10/25/2022,Churned
CUST01094,Music,Basic,9.99,10/15/2022,Active
CUST01095,Music,Standard,14.99,8/23/2022,Active
CUST01096,Music,Basic,9.99,3/23/2024,Active
CUST01097,News,Premium,19.99,5/24/2024,Active
CUST01098,News,Standard,14.99,10/2/2022,Active
CUST01099,Sports,Standard,14.99,1/4/2022,Churned
CUST01100,Sports,Basic,9.99,12/22/2023,Churned
CUST01101,News,Standard,14.99,5/31/2024,Active
CUST01102,Music,Premium,19.99,3/12/2024,Active
CUST01103,News,Basic,9.99,9/23/2022,Churned
CUST01104,Education,Basic,9.99,7/24/2022,Active
CUST01105,Sports,Standard,14.99,8/11/2022,Active
CUST01106,Music,Basic,9.99,6/17/2022,Active
CUST01107,Education,Standard,14.99,8/31/2022,Churned
CUST01108,News,Basic,9.99,12/17/2022,Active
CUST01109,Music,Basic,9.99,2/17/2023,Active
CUST01110,Sports,Premium,19.99,1/17/2023,Churned
CUST01111,Sports,Premium,19.99,11/5/2022,Active
CUST01112,Education,Premium,19.99,12/27/2022,Active
CUST01113,News,Basic,9.99,2/21/2022,Active
CUST01114,Gaming,Standard,14.99,11/21/2023,Active
CUST01115,News,Standard,14.99,5/3/2022,Active
CUST01116,Sports,Basic,9.99,4/9/2024,Active
CUST01117,Music,Standard,14.99,4/6/2024,Active
CUST01118,Gaming,Basic,9.99,10/3/2022,Active
CUST01119,Music,Premium,19.99,3/5/2024,Active
CUST01120,Music,Basic,9.99,6/4/2022,Active
CUST01121,News,Standard,14.99,2/8/2023,Churned
CUST01122,Education,Basic,9.99,11/6/2023,Active
CUST01123,Gaming,Standard,14.99,12/22/2022,Churned
CUST01124,Music,Basic,9.99,12/19/2023,Active
CUST01125,Gaming,Standard,14.99,7/8/2023,Churned
CUST01126,Sports,Standard,14.99,2/7/2023,Churned
CUST01127,Gaming,Basic,9.99,2/14/2022,Churned
CUST01128,Sports,Premium,19.99,1/25/2022,Active
CUST01129,Education,Basic,9.99,10/1/2023,Active
CUST01130,Music,Standard,14.99,6/10/2022,Active
CUST01131,Education,Premium,19.99,6/5/2022,Churned
CUST01132,Gaming,Basic,9.99,3/13/2022,Active
CUST01133,Sports,Basic,9.99,2/13/2023,Active
CUST01134,Education,Standard,14.99,5/9/2024,Churned
CUST01135,Music,Basic,9.99,10/16/2022,Churned
CUST01136,Education,Basic,9.99,9/12/2022,Churned
CUST01137,Education,Basic,9.99,3/13/2022,Active
CUST01138,News,Premium,19.99,5/17/2024,Active
CUST01139,Sports,Premium,19.99,10/17/2022,Active
CUST01140,Sports,Premium,19.99,12/17/2022,Active
CUST01141,Sports,Standard,14.99,11/22/2022,Active
CUST01142,Sports,Basic,9.99,2/21/2024,Active
CUST01143,Music,Basic,9.99,1/1/2023,Active
CUST01144,Gaming,Premium,19.99,2/10/2024,Active
CUST01145,Gaming,Basic,9.99,2/1/2023,Churned
CUST01146,News,Basic,9.99,3/9/2022,Active
CUST01147,Gaming,Basic,9.99,9/20/2023,Active
CUST01148,Gaming,Basic,9.99,8/4/2023,Churned
CUST01149,Gaming,Basic,9.99,11/18/2022,Churned
CUST01150,Education,Premium,19.99,6/27/2022,Active
CUST01151,Gaming,Basic,9.99,2/22/2024,Churned
CUST01152,News,Premium,19.99,3/31/2024,Active
CUST01153,News,Standard,14.99,5/28/2022,Active
CUST01154,Music,Basic,9.99,2/2/2022,Churned
CUST01155,Education,Standard,14.99,7/26/2023,Active
CUST01156,Education,Premium,19.99,10/6/2022,Churned
CUST01157,Sports,Premium,19.99,1/8/2022,Churned
CUST01158,Sports,Premium,19.99,4/29/2023,Churned
CUST01159,News,Basic,9.99,3/8/2024,Churned
CUST01160,Gaming,Premium,19.99,11/20/2023,Active
CUST01161,Sports,Premium,19.99,2/6/2023,Active
CUST01162,Sports,Standard,14.99,3/15/2022,Active
CUST01163,Music,Basic,9.99,10/3/2023,Active
CUST01164,Gaming,Standard,14.99,2/25/2024,Active
CUST01165,Gaming,Standard,14.99,10/23/2022,Active
CUST01166,News,Premium,19.99,12/21/2022,Active
CUST01167,News,Standard,14.99,9/17/2022,Churned
CUST01168,Sports,Premium,19.99,5/18/2023,Active
CUST01169,Music,Standard,14.99,8/20/2023,Active
CUST01170,Education,Standard,14.99,5/1/2022,Active
CUST01171,Gaming,Basic,9.99,2/15/2023,Active
CUST01172,Sports,Standard,14.99,5/6/2024,Active
CUST01173,News,Premium,19.99,6/19/2022,Churned
CUST01174,Sports,Premium,19.99,9/14/2023,Active
CUST01175,News,Premium,19.99,1/18/2024,Active
CUST01176,Gaming,Standard,14.99,3/21/2024,Active
CUST01177,News,Standard,14.99,4/16/2024,Churned
CUST01178,Sports,Standard,14.99,5/24/2024,Churned
CUST01179,Sports,Standard,14.99,9/15/2022,Churned
CUST01180,Sports,Standard,14.99,5/19/2023,Active
CUST01181,Education,Premium,19.99,1/17/2024,Churned
CUST01182,News,Standard,14.99,6/22/2023,Active
CUST01183,Gaming,Basic,9.99,2/1/2023,Churned
CUST01184,Gaming,Premium,19.99,11/21/2023,Churned
CUST01185,News,Premium,19.99,10/9/2022,Active
CUST01186,Education,Premium,19.99,8/23/2022,Active
CUST01187,Education,Standard,14.99,10/29/2023,Churned
CUST01188,Gaming,Premium,19.99,2/3/2022,Churned
CUST01189,Sports,Premium,19.99,2/8/2022,Active
CUST01190,Music,Basic,9.99,7/26/2022,Active
CUST01191,Education,Premium,19.99,6/29/2022,Churned
CUST01192,News,Standard,14.99,2/4/2022,Active
CUST01193,Music,Premium,19.99,1/15/2024,Churned
CUST01194,News,Premium,19.99,8/14/2023,Active
CUST01195,News,Standard,14.99,4/11/2023,Churned
CUST01196,Education,Standard,14.99,8/23/2023,Churned
CUST01197,Gaming,Standard,14.99,4/9/2024,Active
CUST01198,Gaming,Premium,19.99,3/31/2022,Active
CUST01199,Education,Basic,9.99,4/22/2023,Churned
CUST01200,Gaming,Premium,19.99,2/2/2022,Active
CUST01201,Sports,Basic,9.99,3/2/2022,Active
CUST01202,Music,Standard,14.99,2/16/2022,Active
CUST01203,News,Standard,14.99,10/1/2022,Churned
CUST01204,Music,Basic,9.99,5/5/2024,Churned
CUST01205,Sports,Premium,19.99,12/11/2022,Active
CUST01206,Gaming,Basic,9.99,4/29/2024,Churned
CUST01207,Education,Basic,9.99,7/8/2023,Active
CUST01208,Gaming,Standard,14.99,2/21/2024,Active
CUST01209,Gaming,Standard,14.99,5/15/2024,Churned
CUST01210,Music,Standard,14.99,5/9/2024,Active
CUST01211,Sports,Basic,9.99,3/11/2024,Active
CUST01212,Music,Standard,14.99,9/14/2022,Churned
CUST01213,Education,Standard,14.99,1/24/2023,Active
CUST01214,Gaming,Premium,19.99,10/15/2022,Active
CUST01215,Sports,Premium,19.99,12/30/2023,Active
CUST01216,Sports,Basic,9.99,7/28/2022,Active
CUST01217,Sports,Premium,19.99,4/30/2024,Active
CUST01218,Gaming,Standard,14.99,12/7/2023,Churned
CUST01219,Sports,Premium,19.99,8/6/2022,Active
CUST01220,Gaming,Premium,19.99,2/2/2024,Active
CUST01221,Sports,Basic,9.99,9/4/2023,Active
CUST01222,Gaming,Premium,19.99,4/27/2024,Churned
CUST01223,Music,Basic,9.99,7/7/2023,Churned
CUST01224,Education,Standard,14.99,11/15/2023,Active
CUST01225,Music,Premium,19.99,6/9/2023,Active
CUST01226,Education,Premium,19.99,2/18/2022,Active
CUST01227,News,Standard,14.99,4/22/2023,Churned
CUST01228,Education,Premium,19.99,8/21/2023,Active
CUST01229,News,Premium,19.99,2/18/2022,Active
CUST01230,Education,Standard,14.99,7/17/2022,Churned
CUST01231,Education,Premium,19.99,5/4/2024,Active
CUST01232,Education,Standard,14.99,8/6/2022,Active
CUST01233,Sports,Premium,19.99,10/5/2022,Active
CUST01234,Gaming,Basic,9.99,11/22/2023,Churned
CUST01235,News,Basic,9.99,4/8/2024,Churned
CUST01236,News,Standard,14.99,1/24/2024,Active
CUST01237,Music,Basic,9.99,2/16/2023,Churned
CUST01238,Gaming,Basic,9.99,12/25/2023,Active
CUST01239,Music,Premium,19.99,7/29/2023,Active
CUST01240,News,Basic,9.99,4/27/2024,Churned
CUST01241,Education,Premium,19.99,5/2/2023,Churned
CUST01242,News,Standard,14.99,6/8/2022,Churned
CUST01243,Education,Premium,19.99,1/22/2024,Active
CUST01244,Sports,Basic,9.99,4/23/2023,Active
CUST01245,Sports,Standard,14.99,9/21/2023,Active
CUST01246,Music,Standard,14.99,2/20/2023,Active
CUST01247,Education,Standard,14.99,12/7/2022,Churned
CUST01248,Music,Premium,19.99,4/1/2022,Active
CUST01249,Gaming,Premium,19.99,5/1/2024,Active
CUST01250,Education,Standard,14.99,3/15/2022,Active
CUST01251,News,Standard,14.99,4/8/2024,Churned
CUST01252,Gaming,Basic,9.99,5/11/2024,Active
CUST01253,Education,Standard,14.99,1/3/2023,Active
CUST01254,Sports,Premium,19.99,4/25/2024,Active
CUST01255,Music,Basic,9.99,4/4/2022,Churned
CUST01256,Music,Basic,9.99,8/30/2022,Churned
CUST01257,Gaming,Standard,14.99,2/4/2022,Active
CUST01258,Music,Basic,9.99,6/21/2023,Active
CUST01259,Education,Basic,9.99,1/17/2023,Churned
CUST01260,Sports,Standard,14.99,10/13/2022,Active
CUST01261,Education,Premium,19.99,11/24/2022,Active
CUST01262,Gaming,Standard,14.99,1/11/2022,Churned
CUST01263,Music,Premium,19.99,4/5/2024,Active
CUST01264,News,Basic,9.99,10/27/2023,Churned
CUST01265,News,Premium,19.99,3/21/2024,Churned
CUST01266,Education,Premium,19.99,4/25/2022,Active
CUST01267,Education,Basic,9.99,1/3/2023,Churned
CUST01268,Sports,Premium,19.99,3/24/2024,Active
CUST01269,Sports,Basic,9.99,6/8/2022,Active
CUST01270,News,Standard,14.99,8/16/2022,Active
CUST01271,Education,Basic,9.99,3/8/2024,Active
CUST01272,Gaming,Standard,14.99,1/7/2022,Active
CUST01273,Gaming,Basic,9.99,7/1/2022,Active
CUST01274,Music,Basic,9.99,3/14/2024,Active
CUST01275,Sports,Basic,9.99,3/9/2023,Churned
CUST01276,Music,Premium,19.99,1/22/2023,Churned
CUST01277,Sports,Standard,14.99,8/18/2023,Churned
CUST01278,Education,Basic,9.99,10/8/2022,Churned
CUST01279,News,Basic,9.99,3/17/2024,Active
CUST01280,Gaming,Standard,14.99,5/6/2023,Active
CUST01281,Sports,Standard,14.99,11/22/2023,Active
CUST01282,Education,Premium,19.99,6/15/2022,Active
CUST01283,News,Premium,19.99,6/22/2022,Active
CUST01284,Music,Standard,14.99,2/7/2024,Active
CUST01285,Music,Basic,9.99,2/27/2023,Active
CUST01286,Gaming,Standard,14.99,5/25/2024,Active
CUST01287,Sports,Basic,9.99,3/1/2024,Churned
CUST01288,News,Premium,19.99,7/29/2023,Active
CUST01289,News,Basic,9.99,11/20/2023,Active
CUST01290,News,Standard,14.99,2/22/2024,Active
CUST01291,Education,Standard,14.99,4/9/2022,Active
CUST01292,Education,Premium,19.99,9/15/2023,Active
CUST01293,Education,Basic,9.99,12/24/2022,Active
CUST01294,Gaming,Premium,19.99,11/18/2022,Active
CUST01295,Education,Basic,9.99,2/9/2024,Active
CUST01296,Music,Premium,19.99,11/11/2022,Churned
CUST01297,News,Standard,14.99,4/16/2024,Active
CUST01298,Education,Basic,9.99,2/3/2023,Active
CUST01299,Sports,Standard,14.99,4/17/2024,Active
CUST01300,Sports,Standard,14.99,3/11/2024,Churned
CUST01301,News,Basic,9.99,10/26/2022,Active
CUST01302,Education,Basic,9.99,7/25/2022,Active
CUST01303,Music,Standard,14.99,5/28/2022,Active
CUST01304,Music,Basic,9.99,7/29/2023,Active
CUST01305,Gaming,Standard,14.99,5/29/2022,Active
CUST01306,News,Premium,19.99,12/2/2022,Active
CUST01307,Sports,Standard,14.99,3/16/2022,Active
CUST01308,Gaming,Standard,14.99,5/4/2022,Active
CUST01309,Music,Premium,19.99,11/20/2022,Churned
CUST01310,Education,Standard,14.99,5/16/2023,Active
CUST01311,Education,Standard,14.99,5/4/2024,Churned
CUST01312,News,Standard,14.99,12/9/2023,Active
CUST01313,Education,Premium,19.99,10/11/2022,Active
CUST01314,Sports,Standard,14.99,8/10/2022,Active
CUST01315,Education,Basic,9.99,2/5/2023,Active
CUST01316,Gaming,Basic,9.99,7/7/2023,Active
CUST01317,Music,Standard,14.99,1/25/2024,Active
CUST01318,Sports,Basic,9.99,8/1/2022,Active
CUST01319,Sports,Standard,14.99,4/15/2023,Active
CUST01320,Education,Basic,9.99,5/23/2024,Active
CUST01321,Sports,Premium,19.99,7/22/2022,Active
CUST01322,Gaming,Premium,19.99,3/13/2022,Active
CUST01323,News,Premium,19.99,4/7/2023,Active
CUST01324,Gaming,Premium,19.99,4/26/2022,Active
CUST01325,Gaming,Basic,9.99,10/30/2023,Active
CUST01326,Music,Premium,19.99,1/21/2023,Churned
CUST01327,Education,Standard,14.99,7/1/2023,Active
CUST01328,Music,Basic,9.99,5/21/2024,Active
CUST01329,News,Standard,14.99,12/6/2023,Active
CUST01330,Music,Standard,14.99,12/8/2023,Active
CUST01331,Music,Standard,14.99,1/19/2022,Active
CUST01332,Sports,Premium,19.99,5/11/2024,Churned
CUST01333,Education,Premium,19.99,7/18/2023,Active
CUST01334,Music,Standard,14.99,5/11/2024,Churned
CUST01335,News,Basic,9.99,11/7/2022,Churned
CUST01336,Music,Premium,19.99,4/23/2022,Active
CUST01337,Gaming,Premium,19.99,2/12/2023,Active
CUST01338,Gaming,Standard,14.99,11/23/2023,Active
CUST01339,News,Premium,19.99,11/14/2022,Active
CUST01340,Gaming,Standard,14.99,5/3/2023,Active
CUST01341,Gaming,Standard,14.99,4/18/2022,Active
CUST01342,Music,Standard,14.99,6/27/2023,Churned
CUST01343,Sports,Basic,9.99,8/31/2022,Active
CUST01344,Sports,Basic,9.99,6/15/2024,Churned
CUST01345,Gaming,Basic,9.99,2/24/2024,Churned
CUST01346,Education,Standard,14.99,1/13/2024,Churned
CUST01347,Education,Standard,14.99,6/9/2023,Churned
CUST01348,News,Standard,14.99,3/13/2022,Churned
CUST01349,Education,Basic,9.99,7/6/2022,Churned
CUST01350,Gaming,Basic,9.99,12/26/2022,Churned
CUST01351,Education,Premium,19.99,2/6/2022,Churned
CUST01352,Music,Premium,19.99,10/28/2023,Active
CUST01353,Education,Premium,19.99,5/30/2024,Active
CUST01354,Music,Basic,9.99,2/23/2022,Churned
CUST01355,Education,Premium,19.99,6/18/2023,Active
CUST01356,Sports,Standard,14.99,10/6/2022,Active
CUST01357,Gaming,Basic,9.99,10/8/2022,Churned
CUST01358,Sports,Standard,14.99,11/6/2022,Active
CUST01359,News,Basic,9.99,12/17/2023,Churned
CUST01360,Education,Standard,14.99,2/5/2022,Active
CUST01361,Education,Basic,9.99,11/25/2023,Active
CUST01362,Music,Standard,14.99,1/2/2023,Active
CUST01363,Music,Standard,14.99,5/20/2022,Churned
CUST01364,Education,Standard,14.99,3/5/2022,Active
CUST01365,Gaming,Standard,14.99,7/31/2022,Active
CUST01366,Sports,Premium,19.99,6/12/2024,Active
CUST01367,Music,Standard,14.99,10/6/2023,Active
CUST01368,News,Basic,9.99,10/30/2023,Churned
CUST01369,Music,Premium,19.99,8/1/2023,Churned
CUST01370,Music,Basic,9.99,1/9/2022,Active
CUST01371,News,Basic,9.99,6/11/2022,Active
CUST01372,Music,Basic,9.99,10/10/2023,Active
CUST01373,Music,Premium,19.99,10/11/2022,Churned
CUST01374,Music,Basic,9.99,9/11/2022,Active
CUST01375,Education,Basic,9.99,3/24/2024,Active
CUST01376,News,Premium,19.99,5/3/2022,Active
CUST01377,Gaming,Premium,19.99,6/22/2023,Active
CUST01378,Sports,Basic,9.99,2/15/2024,Churned
CUST01379,Education,Premium,19.99,4/26/2023,Active
CUST01380,Education,Standard,14.99,2/3/2022,Active
CUST01381,Sports,Premium,19.99,8/7/2022,Active
CUST01382,Gaming,Premium,19.99,9/14/2022,Active
CUST01383,Education,Basic,9.99,10/24/2023,Churned
CUST01384,Sports,Premium,19.99,1/3/2024,Active
CUST01385,News,Premium,19.99,5/13/2024,Active
CUST01386,Education,Standard,14.99,5/1/2022,Active
CUST01387,Education,Premium,19.99,5/12/2024,Active
CUST01388,Education,Premium,19.99,5/25/2022,Active
CUST01389,Education,Standard,14.99,5/11/2023,Active
CUST01390,Sports,Premium,19.99,11/14/2023,Active
CUST01391,Music,Premium,19.99,11/7/2022,Active
CUST01392,Education,Standard,14.99,10/24/2023,Active
CUST01393,Gaming,Standard,14.99,10/29/2022,Active
CUST01394,News,Basic,9.99,5/1/2024,Active
CUST01395,Education,Basic,9.99,5/1/2024,Active
CUST01396,News,Basic,9.99,12/13/2023,Active
CUST01397,Music,Standard,14.99,4/30/2024,Churned
CUST01398,Sports,Standard,14.99,4/14/2022,Churned
CUST01399,Sports,Premium,19.99,3/1/2024,Churned
CUST01400,Gaming,Standard,14.99,7/10/2022,Churned
CUST01401,Sports,Basic,9.99,5/8/2022,Churned
CUST01402,Education,Standard,14.99,1/3/2023,Active
CUST01403,Education,Standard,14.99,1/13/2024,Churned
CUST01404,Music,Standard,14.99,5/16/2023,Churned
CUST01405,Gaming,Basic,9.99,1/2/2024,Churned
CUST01406,Music,Basic,9.99,4/30/2023,Active
CUST01407,Gaming,Basic,9.99,1/3/2022,Active
CUST01408,Sports,Premium,19.99,3/24/2024,Active
CUST01409,Education,Premium,19.99,11/29/2022,Churned
CUST01410,Sports,Premium,19.99,9/30/2023,Active
CUST01411,Gaming,Premium,19.99,10/10/2023,Active
CUST01412,Music,Basic,9.99,4/9/2022,Active
CUST01413,News,Standard,14.99,5/28/2024,Active
CUST01414,Gaming,Standard,14.99,3/18/2022,Active
CUST01415,Gaming,Standard,14.99,12/14/2022,Active
CUST01416,News,Basic,9.99,2/25/2024,Churned
CUST01417,Sports,Standard,14.99,9/12/2023,Active
CUST01418,Music,Standard,14.99,4/30/2023,Churned
CUST01419,Education,Basic,9.99,2/27/2022,Active
CUST01420,Education,Standard,14.99,3/24/2022,Churned
CUST01421,Gaming,Premium,19.99,5/3/2023,Active
CUST01422,News,Basic,9.99,8/16/2022,Churned
CUST01423,Sports,Standard,14.99,3/26/2024,Active
CUST01424,Gaming,Basic,9.99,6/12/2024,Churned
CUST01425,News,Standard,14.99,10/22/2023,Active
CUST01426,Music,Basic,9.99,12/10/2022,Active
CUST01427,Sports,Standard,14.99,6/13/2022,Churned
CUST01428,Gaming,Basic,9.99,7/30/2023,Active
CUST01429,Gaming,Premium,19.99,4/4/2022,Churned
CUST01430,Sports,Basic,9.99,6/21/2022,Active
CUST01431,Gaming,Premium,19.99,7/3/2022,Active
CUST01432,Education,Premium,19.99,10/27/2023,Churned
CUST01433,News,Premium,19.99,6/2/2023,Active
CUST01434,Music,Standard,14.99,9/3/2023,Active
CUST01435,Music,Basic,9.99,8/15/2022,Active
CUST01436,News,Standard,14.99,1/23/2022,Active
CUST01437,Gaming,Basic,9.99,2/5/2023,Active
CUST01438,Gaming,Premium,19.99,1/24/2023,Churned
CUST01439,Sports,Premium,19.99,7/9/2022,Active
CUST01440,Sports,Basic,9.99,12/31/2023,Churned
CUST01441,Sports,Premium,19.99,7/9/2022,Active
CUST01442,Sports,Basic,9.99,5/28/2024,Active
CUST01443,Music,Premium,19.99,9/17/2023,Active
CUST01444,Education,Premium,19.99,5/1/2023,Active
CUST01445,Sports,Basic,9.99,3/18/2022,Churned
CUST01446,Music,Standard,14.99,8/8/2022,Active
CUST01447,Sports,Basic,9.99,5/11/2022,Active
CUST01448,Sports,Standard,14.99,3/3/2024,Churned
CUST01449,Music,Standard,14.99,4/12/2023,Active
CUST01450,Sports,Premium,19.99,10/3/2023,Active
CUST01451,Sports,Premium,19.99,12/13/2023,Active
CUST01452,Music,Basic,9.99,9/3/2023,Active
CUST01453,Sports,Standard,14.99,3/4/2024,Churned
CUST01454,Education,Standard,14.99,8/14/2023,Active
CUST01455,Gaming,Premium,19.99,12/18/2023,Churned
CUST01456,Sports,Standard,14.99,12/16/2022,Churned
CUST01457,Music,Standard,14.99,2/22/2023,Churned
CUST01458,Sports,Premium,19.99,8/7/2023,Active
CUST01459,Music,Basic,9.99,1/21/2022,Churned
CUST01460,Music,Standard,14.99,11/8/2023,Active
CUST01461,News,Standard,14.99,2/8/2023,Active
CUST01462,Sports,Standard,14.99,9/9/2022,Active
CUST01463,Sports,Basic,9.99,1/12/2024,Churned
CUST01464,Music,Standard,14.99,3/20/2024,Active
CUST01465,Music,Standard,14.99,1/22/2024,Active
CUST01466,Gaming,Standard,14.99,3/22/2022,Active
CUST01467,News,Premium,19.99,1/12/2023,Churned
CUST01468,News,Standard,14.99,3/4/2022,Active
CUST01469,Music,Premium,19.99,11/8/2023,Churned
CUST01470,News,Premium,19.99,12/13/2022,Churned
CUST01471,News,Basic,9.99,10/11/2023,Churned
CUST01472,Sports,Premium,19.99,3/1/2022,Active
CUST01473,Music,Premium,19.99,7/30/2022,Active
CUST01474,Gaming,Standard,14.99,12/3/2023,Active
CUST01475,News,Premium,19.99,10/3/2023,Active
CUST01476,Sports,Premium,19.99,5/22/2023,Active
CUST01477,Education,Premium,19.99,5/2/2022,Active
CUST01478,Sports,Premium,19.99,10/5/2023,Active
CUST01479,Gaming,Premium,19.99,4/17/2022,Active
CUST01480,Education,Standard,14.99,1/29/2023,Churned
CUST01481,Music,Premium,19.99,11/23/2022,Active
CUST01482,News,Standard,14.99,6/21/2023,Active
CUST01483,Sports,Premium,19.99,1/14/2022,Active
CUST01484,Sports,Premium,19.99,6/15/2023,Churned
CUST01485,Education,Standard,14.99,12/21/2023,Active
CUST01486,Sports,Basic,9.99,5/27/2024,Active
CUST01487,News,Standard,14.99,11/21/2022,Active
CUST01488,News,Premium,19.99,1/11/2022,Churned
CUST01489,News,Standard,14.99,2/27/2023,Active
CUST01490,Gaming,Basic,9.99,4/18/2022,Active
CUST01491,Sports,Standard,14.99,12/17/2023,Active
CUST01492,Education,Standard,14.99,10/6/2022,Active
CUST01493,News,Basic,9.99,1/19/2023,Active
CUST01494,News,Standard,14.99,11/12/2023,Churned
CUST01495,Education,Basic,9.99,11/30/2023,Active
CUST01496,Sports,Standard,14.99,4/19/2023,Active
CUST01497,Education,Standard,14.99,6/23/2023,Active
CUST01498,News,Standard,14.99,9/8/2022,Active
CUST01499,Sports,Premium,19.99,5/6/2023,Active
CUST01500,Sports,Standard,14.99,3/14/2023,Churned
CUST01501,Music,Basic,9.99,1/7/2022,Churned
CUST01502,Sports,Standard,14.99,9/8/2023,Active
CUST01503,Gaming,Premium,19.99,8/26/2023,Churned
CUST01504,Music,Premium,19.99,3/31/2022,Active
CUST01505,News,Standard,14.99,6/12/2024,Active
CUST01506,Education,Basic,9.99,5/4/2023,Active
CUST01507,Sports,Standard,14.99,12/17/2022,Active
CUST01508,Music,Basic,9.99,3/26/2023,Active
CUST01509,Education,Basic,9.99,5/27/2023,Active
CUST01510,Education,Standard,14.99,1/2/2023,Active
CUST01511,Sports,Basic,9.99,4/24/2023,Active
CUST01512,Music,Standard,14.99,3/23/2022,Active
CUST01513,Sports,Premium,19.99,8/1/2022,Churned
CUST01514,Music,Premium,19.99,12/8/2022,Active
CUST01515,Music,Basic,9.99,12/12/2022,Active
CUST01516,Education,Standard,14.99,9/14/2023,Churned
